30	0.073592
30	0.072823
30	0.070671
30	0.074667
30	0.073333
30	0.071547
30	0.069143
30	0.073074
60	0.071590
60	0.072952
60	0.071790
60	0.071711
120	0.069425
120	0.071978
240	0.070090
